Family,Species_number,Species_name,English_name,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System
140,7509,Cettia cetti,Cetti's Warbler,15.9,16,13,5,NA,NA,61.9,35,54,13,NA,NA,22.1,26,19.4,13,NA,NA,14.4,33,13.7,13,NA,NA,58.5,31,51.3,13,NA,NA,4.8,1.8,NA
140,7510,Bradypterus baboecala,African Bush-Warbler,NA,NA,NA,NA,14,83,59.2,7,58.4,10,NA,NA,20.4,7,20.8,10,NA,NA,13.1,7,12.9,10,NA,NA,63.6,7,62.5,10,NA,NA,2.4,2,NA
140,7511,Bradypterus grandis,Ja River Scrub-Warbler,NA,NA,NA,NA,NA,NA,65.5,3,NA,NA,NA,NA,25.3,3,NA,NA,NA,NA,17,2,NA,NA,NA,NA,75,3,NA,NA,NA,NA,NA,NA,NA
140,7512,Bradypterus carpalis,White-winged Scrub-Warbler,23.5,23,21.3,18,NA,NA,71.4,17,68.4,14,NA,NA,28.5,9,27.5,4,NA,NA,18.75,11,17.6,5,NA,NA,73.8,11,70,5,NA,NA,NA,NA,NA
140,7513,Bradypterus graueri,Grauer's Scrub-Warbler,17.3,9,16.7,6,NA,NA,58,7,57.5,5,NA,NA,NA,NA,23.5,1,NA,NA,15.7,7,14.9,5,NA,NA,72.9,7,67.4,5,NA,NA,NA,NA,NA
140,7514,Bradypterus alfredi,Bamboo Scrub-Warbler,NA,NA,NA,NA,NA,NA,58,4,59,4,NA,NA,24,2,25,3,NA,NA,16.83,3,16.25,2,NA,NA,49,3,54.3,3,NA,NA,NA,NA,NA
140,7515,Bradypterus sylvaticus,Knysna Scrub-Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,8,NA,NA,NA,NA,17.6,8,NA,NA,NA,NA,12.7,8,NA,NA,NA,NA,59.6,8,2.5,NA,NA
140,7516,Bradypterus lopezi,Cameroon Scrub-Warbler,NA,NA,NA,NA,17.7,12,58.5,7,57,5,NA,NA,21.4,5,NA,NA,NA,NA,11.5,5,NA,NA,NA,NA,57,7,56.6,5,NA,NA,2.5,NA,NA
140,7518,Bradypterus barratti,African Scrub-Warbler,NA,NA,NA,NA,18.8,36,63.4,43,66.9,36,NA,NA,NA,NA,NA,NA,23.2,45,NA,NA,NA,NA,13.9,46,NA,NA,NA,NA,66.9,36,2,2.54,NA
140,7519,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,17.8,23,17,7,NA,NA,59.3,8,58,6,NA,NA,20.7,8,21.2,6,NA,NA,11.7,8,11.5,6,NA,NA,62.1,8,60.5,6,NA,NA,2.5,2.55,NA
140,7520,Bradypterus victorini,Victorin's Scrub-Warbler,NA,NA,NA,NA,10,1,NA,NA,NA,NA,53,6,NA,NA,NA,NA,20.4,6,NA,NA,NA,NA,11.5,6,NA,NA,NA,NA,69,6,2.5,2.5,NA
140,7531,Bathmocercus cerviniventris,Black-capped Rufous Warbler,NA,NA,NA,NA,15.8,7,NA,NA,NA,NA,58.6,7,25,3,NA,NA,NA,NA,NA,NA,NA,NA,16.1,7,NA,NA,NA,NA,NA,NA,NA,1.6,NA
140,7532,Bathmocercus rufus,Black-faced Rufous Warbler,16.6,54,14.3,25,NA,NA,56.2,10,54.3,10,NA,NA,25.2,10,25.1,10,NA,NA,13,10,13.1,10,NA,NA,53.5,10,49,10,NA,NA,2,NA,NA
140,7533,Scepomycter winifredae,Mrs. Moreau's Warbler,20,2,11,1,NA,NA,58.25,2,54.5,1,NA,NA,21.5,2,22,1,NA,NA,17.25,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,7540,Melocichla mentalis,Moustached Grass-Warbler,NA,NA,NA,NA,33.2,12,76.8,17,72.8,16,NA,NA,28.5,17,27.6,16,NA,NA,16.5,17,15.9,16,NA,NA,91.2,17,85.2,16,NA,NA,2,2.83,NA
140,7541,Achaetops pycnopygius,Damara Rock-jumper,26,2,29,2,NA,NA,67.6,10,65.9,10,NA,NA,24.2,10,24.1,10,NA,NA,16.2,10,16.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA
140,7542,Sphenoeacus afer,Cape Grass-Warbler,30.3,2,31.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,10,98.5,10,NA,NA,2,2.95,NA
140,7543,Locustella lanceolata,Lanceolated Warbler,11.8,3,11.1,2,NA,NA,57,41,56.3,38,NA,NA,18.7,11,18.4,14,NA,NA,13.3,10,12.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA
140,7544,Locustella naevia,Common Grasshopper-Warbler,11.9,4,11.7,4,NA,NA,58.3,19,54.1,3,59.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,10,53.7,10,NA,NA,NA,1.7,NA
140,7545,Locustella certhiola,Pallas's Grasshopper-Warbler,15.5,1,14.5,2,NA,NA,68,15,64.3,8,NA,NA,23,14,22,7,NA,NA,16.3,14,15.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA
140,7548,Locustella fluviatilis,Eurasian River Warbler,18.9,45,18.7,18,NA,NA,76.6,36,74.4,16,NA,NA,21.7,15,21.7,12,NA,NA,15.8,15,15.3,13,NA,NA,59,10,58,10,NA,NA,NA,2.36,NA
140,7549,Locustella luscinioides,Savi's Warbler,14.8,4,14.7,3,NA,NA,70.5,16,68.7,6,NA,NA,21.5,19,21.3,10,NA,NA,16.1,24,15.3,7,NA,NA,58.8,10,57.2,10,NA,NA,4.5,2.08,NA
140,7550,Locustella fasciolata,Gray's Grasshopper-Warbler,27.6,24,26.7,4,NA,NA,82.1,10,78.8,11,NA,NA,27.8,17,27.8,16,NA,NA,20.8,18,20.8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA
140,7551,Acrocephalus melanopogon,Moustached Warbler,11.8,4,14,1,NA,NA,59.3,19,57.3,12,NA,NA,21.2,15,20.7,12,NA,NA,15.3,18,15,12,NA,NA,51.6,10,50.7,10,NA,NA,4,1.6,NA
140,7552,Acrocephalus paludicola,Aquatic Warbler,10.1,NA,10.8,NA,NA,NA,63.1,120,62.7,80,NA,NA,20.7,27,20.5,21,NA,NA,13.6,26,13.7,22,NA,NA,47.4,10,48,10,NA,NA,4.97,1.49,4
140,7553,Acrocephalus schoenobaenus,Sedge Warbler,12.3,19,11.5,11,NA,NA,67.2,72,64.7,37,NA,NA,21.4,38,20.8,23,NA,NA,14.8,63,14.6,36,NA,NA,50.8,10,48.8,10,NA,NA,5,1.65,2
140,7556,Acrocephalus agricola,Paddyfield Warbler,11.2,18,10.9,7,NA,NA,58.7,41,57.5,16,NA,NA,22.1,25,21.6,15,NA,NA,14.8,24,14.6,16,NA,NA,52.6,26,50.8,16,NA,NA,4.68,1.47,NA
140,7558,Acrocephalus scirpaceus,Eurasian Reed-Warbler,11.8,10,11.8,9,NA,NA,66.8,22,66,20,NA,NA,23.1,38,22.8,29,NA,NA,17.2,19,16.9,19,NA,NA,54,10,51.7,10,NA,NA,4,1.75,4
140,7559,Acrocephalus baeticatus,African Reed-Warbler,NA,NA,NA,NA,10.2,387,60.2,10,59.5,10,NA,NA,22.6,10,22.3,10,NA,NA,17.3,10,16.8,10,NA,NA,44.5,10,42.7,10,NA,NA,2.7,1.59,NA
140,7560,Acrocephalus dumetorum,Blyth's Reed-Warbler,11.7,17,12.3,5,NA,NA,63.1,47,62.3,14,NA,NA,22.6,14,22.7,13,NA,NA,17.2,36,17.1,13,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.68,NA
140,7561,Acrocephalus palustris,Marsh Warbler,12.6,15,11.4,15,NA,NA,69.6,26,68.1,21,NA,NA,23,20,22.4,18,NA,NA,16,27,15.9,20,NA,NA,53.5,10,53.3,10,NA,NA,4.41,1.85,3
140,7562,Acrocephalus arundinaceus,Great Reed-Warbler,32.3,18,28.4,23,NA,NA,96.8,48,92.3,14,NA,NA,29.7,39,28.6,13,NA,NA,23.6,45,22.7,14,NA,NA,77.5,10,76.1,10,NA,NA,4,3.15,3
140,7563,Acrocephalus stentoreus,Clamorous Reed-Warbler,27.8,6,26,2,NA,NA,82.4,15,77.5,11,NA,NA,29.2,11,27.3,10,NA,NA,25.9,14,25.3,11,NA,NA,77.5,10,75,10,NA,NA,4.5,2.9,3
140,7564,Acrocephalus griseldis,Basra Reed-Warbler,NA,NA,NA,NA,16.7,440,83,5,81,4,NA,NA,25.8,5,24.8,4,NA,NA,22.4,5,22.3,4,NA,NA,64.6,5,62,4,NA,NA,NA,NA,NA
140,7578,Acrocephalus rufescens,Greater Swamp-Warbler,23.2,1,NA,NA,19.8,6,74.4,10,71.3,10,NA,NA,29.4,10,28.2,10,NA,NA,22.4,10,21.8,10,NA,NA,71.3,10,68.2,10,NA,NA,2.5,2.22,NA
140,7579,Acrocephalus brevipennis,Cape Verde Swamp-Warbler,16.5,2,NA,NA,NA,NA,67.4,10,66.7,3,NA,NA,27.3,15,27,6,NA,NA,20.2,13,20.1,6,NA,NA,60.4,11,62,4,NA,NA,2.5,NA,NA
140,7580,Acrocephalus gracilirostris,Lesser Swamp-Warbler,NA,NA,NA,NA,16.7,29,75.7,10,73.9,10,NA,NA,27.8,10,26.4,10,NA,NA,20.9,10,20.6,10,NA,NA,70.3,10,69.1,10,NA,NA,2.3,2.13,NA
140,7582,Acrocephalus aedon,Thick-billed Warbler,27.5,1,NA,NA,NA,NA,81.7,21,78.8,15,NA,NA,27.8,12,27.9,13,NA,NA,19.7,11,19.7,13,NA,NA,83.6,11,80.4,12,NA,NA,NA,3,NA
140,7585,Hippolais caligata,Booted Warbler,10,1,10,1,NA,NA,61.9,19,59.2,10,NA,NA,20.3,19,20,11,NA,NA,13.9,19,13.4,8,NA,NA,46.8,19,45.2,10,NA,NA,5,1.27,NA
140,7586,Hippolais rama,Sykes's Warbler,8.9,39,8.1,4,NA,NA,62.3,27,60.2,8,NA,NA,20.6,19,20.5,8,NA,NA,15.5,25,15.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA
140,7587,Hippolais pallida,Olivaceous Warbler,11.5,6,10.4,5,NA,NA,67.4,39,64.7,14,NA,NA,21.3,21,20.8,13,NA,NA,17.1,38,17,12,NA,NA,55.3,10,52.9,10,NA,NA,3.3,1.54,NA
140,7588,Hippolais languida,Upcher's Warbler,13,1,13,1,NA,NA,77.6,26,74.8,17,NA,NA,22.3,19,22,17,NA,NA,17.9,13,17.7,12,NA,NA,61.9,10,61.2,10,NA,NA,4,1.79,NA
140,7589,Hippolais olivetorum,Olive-tree Warbler,NA,NA,NA,NA,NA,NA,87.6,18,86.5,14,NA,NA,23.8,18,23.7,14,NA,NA,20,18,20.1,13,NA,NA,67.2,10,66.2,10,NA,NA,3.75,2.25,NA
140,7590,Hippolais polyglotta,Melodious Warbler,NA,NA,NA,NA,13.2,17,67.3,25,64,15,NA,NA,20.7,21,20.1,10,NA,NA,15.8,21,15.8,11,NA,NA,51.5,10,50.6,10,NA,NA,4,1.6,NA
140,7591,Hippolais icterina,Icterine Warbler,13.4,12,13.2,8,NA,NA,78.9,49,78,14,NA,NA,21.1,21,20.6,16,NA,NA,16.6,51,16.5,14,NA,NA,54.8,10,54,10,NA,NA,4.76,1.7,NA
140,7592,Chloropeta natalensis,Yellow Flycatcher-Warbler,11,1,10.6,4,NA,NA,63.1,10,60,10,NA,NA,21.4,10,21.2,10,NA,NA,15.7,10,15.5,10,NA,NA,59.7,10,55.9,10,NA,NA,1.4,1.68,NA
140,7593,Chloropeta similis,Mountain Flycatcher-Warbler,10.9,14,11.3,9,NA,NA,59.1,10,57.6,10,NA,NA,22.3,10,22.3,10,NA,NA,15.6,10,15.6,10,NA,NA,56.2,10,54,10,NA,NA,2,1.76,NA
140,7594,Chloropeta gracilirostris,Thin-billed Flycatcher-Warbler,NA,NA,NA,NA,10.8,13,63,4,57,1,NA,NA,23.3,4,23.5,1,NA,NA,15.8,3,16,1,NA,NA,60.8,3,59,1,NA,NA,NA,NA,NA
140,7595,Stenostira scita,Fairy Warbler,NA,NA,NA,NA,5.9,48,48.5,2,49.75,2,49.3,9,18.6,3,19.35,2,NA,NA,12.7,3,11.65,2,NA,NA,49,4,50.3,2,NA,NA,2.3,1.02,NA
140,7596,Phyllolais pulchella,Buff-bellied Warbler,6,1,6,1,NA,NA,45.8,10,44.1,10,NA,NA,15.5,10,15.7,10,NA,NA,8.5,10,8.5,10,NA,NA,43,10,41,10,NA,NA,2.5,NA,NA
140,7597,Orthotomus metopias,African Tailorbird,9.1,11,8.4,27,NA,NA,49.8,10,47.4,10,NA,NA,22.8,10,22.3,10,NA,NA,15,10,14.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,7598,Orthotomus moreaui,Long-billed Tailorbird,9.1,5,9,3,NA,NA,48,2,44,3,NA,NA,20.75,2,20.8,3,NA,NA,18,2,17.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,7612,Poliolais lopezi,White-tailed Warbler,12.1,3,12.2,1,NA,NA,53.7,10,49.1,10,NA,NA,22.8,10,22.6,10,NA,NA,12.7,10,12.6,10,NA,NA,34.2,10,27.3,10,NA,NA,1.5,NA,NA
140,7613,Graueria vittata,Grauer's Warbler,15.8,6,15.3,4,NA,NA,60.4,12,60.3,7,NA,NA,19.3,12,19.1,7,NA,NA,16.3,12,16.3,7,NA,NA,56.9,12,56.1,7,NA,NA,NA,NA,NA
140,7614,Eremomela icteropygialis,Yellow-bellied Eremomela,7.3,10,7.8,7,NA,NA,61,3,59.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,15,33.6,15,NA,NA,2.3,1.08,NA
140,7615,Eremomela salvadorii,Salvadori's Eremomela,NA,NA,NA,NA,NA,NA,57.8,4,53.5,2,NA,NA,18.2,4,16.95,2,NA,NA,11.9,4,11.05,2,NA,NA,34.3,4,30,2,NA,NA,NA,NA,NA
140,7616,Eremomela flavicrissalis,Yellow-vented Eremomela,NA,NA,4.5,1,NA,NA,50.3,3,49,2,NA,NA,16.7,3,16.35,2,NA,NA,10,3,9.75,2,NA,NA,26,3,25,2,NA,NA,1.5,NA,NA
140,7617,Eremomela pusilla,Senegal Eremomela,NA,NA,NA,NA,6.2,38,49.2,10,47.9,10,NA,NA,16.3,10,15.9,10,NA,NA,12.5,10,11.8,10,NA,NA,42.3,10,39.6,10,NA,NA,2,0.84,NA
140,7618,Eremomela canescens,Green-backed Eremomela,6,1,8,1,NA,NA,54.5,10,53.4,7,NA,NA,17.2,10,16.7,7,NA,NA,13,10,12.9,7,NA,NA,41.8,10,38.7,6,NA,NA,1.5,NA,NA
140,7619,Eremomela scotops,Greencap Eremomela,8.8,21,9.2,12,NA,NA,58.1,10,56.5,10,NA,NA,19.2,10,19.1,10,NA,NA,13.9,10,13.5,10,NA,NA,47.1,10,46.4,10,NA,NA,NA,1.25,NA
140,7620,Eremomela gregalis,Yellow-rumped Eremomela,NA,NA,NA,NA,NA,NA,52.3,6,50.9,9,NA,NA,18.5,6,17.7,9,NA,NA,11.5,6,11.3,9,NA,NA,51.3,6,48.4,9,NA,NA,3.5,NA,NA
140,7621,Eremomela badiceps,Rufous-crowned Eremomela,10.3,10,10.9,4,NA,NA,52.6,19,54.6,17,NA,NA,17.3,19,17.9,17,NA,NA,13.1,19,13.4,17,NA,NA,38,19,38.5,17,NA,NA,NA,NA,NA
140,7622,Eremomela turneri,Turner's Eremomela,6,1,9,1,NA,NA,47.2,7,45.25,2,NA,NA,NA,NA,16.3,2,NA,NA,NA,NA,NA,NA,11.6,5,30.5,7,29.8,2,NA,NA,NA,NA,NA
140,7623,Eremomela atricollis,Black-necked Eremomela,11.3,4,9.7,3,NA,NA,59.3,3,58.3,4,NA,NA,19.3,3,19.2,4,NA,NA,13.9,3,14.3,4,NA,NA,47,3,49.3,4,NA,NA,2,0.96,NA
140,7624,Eremomela usticollis,Burnt-neck Eremomela,8.6,23,8.2,16,NA,NA,56,12,54.5,6,NA,NA,20.2,12,19.8,6,NA,NA,12.2,12,12.1,6,NA,NA,43.4,12,42.8,6,NA,NA,2.6,0.99,NA
140,7630,Sylvietta virens,Green Crombec,7.8,5,7.9,8,NA,NA,50.3,11,47.6,10,NA,NA,17.4,11,17,10,NA,NA,11.8,11,11.7,10,NA,NA,18.1,11,16.9,10,NA,NA,2,1.03,NA
140,7631,Sylvietta denti,Lemon-bellied Crombec,8.1,1,8.7,1,NA,NA,49,5,46.2,11,NA,NA,15.1,5,15.4,11,NA,NA,9.9,5,9.8,11,NA,NA,18.4,5,16.9,11,NA,NA,1,1.2,NA
140,7633,Sylvietta leucophrys,White-browed Crombec,11.7,16,11,12,NA,NA,64.2,5,58.3,6,NA,NA,21.5,5,21.4,6,NA,NA,11.5,1,10.6,1,NA,NA,24.4,5,22.3,6,NA,NA,2,1.1,NA
140,7634,Sylvietta brachyura,Northern Crombec,5.3,3,6.8,3,NA,NA,56.1,46,53.1,35,NA,NA,17.8,46,17,35,NA,NA,12.3,46,12.4,35,NA,NA,23.5,10,20.8,10,NA,NA,2,1.15,NA
140,7635,Sylvietta philippae,Short-billed Crombec,7.4,1,7.9,1,NA,NA,54.1,5,52.1,7,NA,NA,16.6,1,16.4,1,NA,NA,11.1,1,11.3,1,NA,NA,21,1,24,1,NA,NA,NA,NA,NA
140,7636,Sylvietta ruficapilla,Red-capped Crombec,12,1,11,1,NA,NA,66.5,8,65,8,NA,NA,19.7,8,20.1,8,NA,NA,13.3,8,13,8,NA,NA,66.5,8,65,8,NA,NA,2,1.21,NA
140,7637,Sylvietta whytii,Red-faced Crombec,11.1,5,10.7,6,NA,NA,58.1,9,55.6,5,NA,NA,18.5,9,17.6,5,NA,NA,12.9,9,12.3,5,NA,NA,24,9,20,5,NA,NA,2,1.47,NA
140,7638,Sylvietta isabellina,Somali Crombec,10,1,10,1,NA,NA,58.9,9,54.9,7,NA,NA,19,9,18.3,7,NA,NA,15.6,8,14.9,7,NA,NA,26.2,9,22.6,7,NA,NA,2,1.28,NA
140,7639,Sylvietta rufescens,Cape Crombec,11.3,6,10.8,3,NA,NA,61.3,11,59.6,10,NA,NA,18.8,11,19.2,10,NA,NA,15.8,11,15.4,10,NA,NA,28.4,11,25.1,10,NA,NA,1.91,1.64,NA
140,7640,Hemitesia neumanni,Neumann's Warbler,15.8,2,14.2,3,NA,NA,60.2,5,61,2,NA,NA,22.8,5,25,2,NA,NA,14.3,4,14,2,NA,NA,30,4,29,2,NA,NA,NA,NA,NA
140,7641,Macrosphenus kempi,Kemp's Longbill,13.4,15,11.9,4,NA,NA,59.5,16,55.5,5,NA,NA,20.7,3,20,1,NA,NA,21,16,20.7,5,NA,NA,33.6,16,29.8,5,NA,NA,NA,NA,NA
140,7642,Macrosphenus flavicans,Yellow Longbill,14.3,18,12.5,6,NA,NA,61,10,55.6,5,NA,NA,20.6,10,19.1,5,NA,NA,18.8,10,18.1,5,NA,NA,43.9,10,36.2,5,NA,NA,NA,NA,NA
140,7643,Macrosphenus concolor,Grey Longbill,13.9,9,13.9,6,NA,NA,57.2,8,55.6,5,NA,NA,19.8,8,19,5,NA,NA,16.6,8,16.3,5,NA,NA,40.4,8,37.6,5,NA,NA,NA,NA,NA
140,7645,Macrosphenus kretschmeri,Kretschmer's Longbill,21.3,2,17.5,1,NA,NA,65.1,10,63.9,8,NA,NA,19.7,10,21.6,8,NA,NA,19.5,2,18.3,3,NA,NA,63.8,10,61.3,8,NA,NA,NA,NA,NA
140,7646,Amaurocichla bocagii,Bocage's Longbill,NA,NA,NA,NA,NA,NA,66.5,2,64.5,2,NA,NA,24.75,2,24.5,2,NA,NA,16.25,2,16,2,NA,NA,37.5,2,35.5,2,NA,NA,NA,NA,NA
140,7647,Hylia prasina,Green Hylia,12.7,10,10.5,11,NA,NA,64.2,5,57.4,4,NA,NA,19.1,5,18.8,4,NA,NA,13.7,5,12.9,4,NA,NA,45.2,5,40.5,4,NA,NA,1,1.98,NA
140,7650,Phylloscopus laetus,Red-faced Woodland-Warbler,9.9,17,9.2,11,NA,NA,58.4,9,53.8,6,NA,NA,20.2,9,19.8,6,NA,NA,12.6,9,12.8,6,NA,NA,43.5,9,41.2,6,NA,NA,2,1.57,NA
140,7651,Phylloscopus laurae,Laura's Woodland-Warbler,NA,NA,NA,NA,8.5,16,58.7,9,56,12,NA,NA,19,1,NA,NA,NA,NA,13,1,NA,NA,NA,NA,42,1,NA,NA,NA,NA,NA,NA,NA
140,7652,Phylloscopus ruficapillus,Yellow-throated Woodland-Warbler,NA,NA,NA,NA,7.7,94,54.3,10,54.4,10,NA,NA,20.4,10,20.6,10,NA,NA,12.8,10,12.8,10,NA,NA,42.4,10,42.2,10,NA,NA,3,1.35,NA
140,7653,Phylloscopus herberti,Black-capped Woodland-Warbler,NA,NA,9,1,NA,NA,55.4,10,49.5,10,NA,NA,18.9,10,17.9,10,NA,NA,13,10,11.9,10,NA,NA,39.5,10,37.4,10,NA,NA,NA,NA,NA
140,7654,Phylloscopus budongoensis,Uganda Woodland-Warbler,NA,NA,NA,NA,8.2,9,55,5,53.7,3,NA,NA,18.8,5,18.3,3,NA,NA,12.2,5,11.3,3,NA,NA,36.6,5,34.3,3,NA,NA,3,NA,NA
140,7655,Phylloscopus umbrovirens,Brown Woodland-Warbler,NA,NA,NA,NA,9.5,5,61.1,10,57.1,10,NA,NA,21,10,20.7,10,NA,NA,12.7,10,12.8,10,NA,NA,48.6,10,45.3,10,NA,NA,2.5,1.26,NA
140,7656,Phylloscopus trochilus,Willow Warbler,8.9,93,8.8,59,NA,NA,67.6,29,62.7,29,NA,NA,19.5,29,18.8,24,NA,NA,11.9,27,11.5,25,NA,NA,50.7,10,48.1,10,NA,NA,6.23,1.2,3
140,7657,Phylloscopus collybita,Common Chiffchaff,8.2,10,7.2,6,NA,NA,60.8,34,55.5,12,NA,NA,19.5,27,18.8,11,NA,NA,11.2,32,11,11,NA,NA,48.1,10,46.6,10,NA,NA,5.5,1.12,2
140,7659,Phylloscopus neglectus,Plain Leaf-Warbler,NA,NA,NA,NA,5,6,51.5,15,49.4,15,NA,NA,16.9,13,16.7,13,NA,NA,10.2,15,10.1,13,NA,NA,39.7,13,38.8,14,NA,NA,NA,1.06,NA
140,7660,Phylloscopus bonelli,Bonelli's Warbler,8.5,209,8.9,8,NA,NA,64.5,12,60.2,10,NA,NA,18.8,11,18.2,9,NA,NA,12.7,12,12.4,10,NA,NA,49.4,10,47.8,10,NA,NA,4.43,1.2,NA
140,7661,Phylloscopus sibilatrix,Wood Warbler,9.8,27,10.1,27,NA,NA,76.7,17,73.4,12,NA,NA,17.8,12,18.1,8,NA,NA,12.8,14,13,10,NA,NA,52.2,10,47.4,10,NA,NA,5.9,1.32,3
140,7662,Phylloscopus fuscatus,Dusky Warbler,11,10,9.7,9,NA,NA,62,19,57.6,8,NA,NA,22.1,18,20.3,8,NA,NA,12.3,18,12,8,NA,NA,52.8,10,49.1,10,NA,NA,NA,1.32,NA
140,7668,Phylloscopus schwarzi,Radde's Warbler,13,15,10,11,NA,NA,63.8,16,60.9,8,NA,NA,21.7,16,21.1,8,NA,NA,12.8,15,12.6,7,NA,NA,54,16,52.9,7,NA,NA,NA,NA,NA
140,7671,Phylloscopus proregulus,Lemon-rumped Warbler,6,35,6,15,NA,NA,52.4,13,49.7,10,NA,NA,16.2,9,15.8,9,NA,NA,10.3,9,9.8,9,NA,NA,38.7,10,36.3,10,NA,NA,NA,0.93,NA
140,7674,Phylloscopus inornatus,Inornate Warbler,6.6,7,7.2,5,NA,NA,56.9,20,55.2,16,NA,NA,17.4,15,17.2,9,NA,NA,11.1,17,10.8,16,NA,NA,41.9,10,39.2,10,NA,NA,4.88,0.91,NA
140,7675,Phylloscopus borealis,Arctic Warbler,9.7,12,9.3,3,NA,NA,67.3,13,64,3,NA,NA,18.4,13,18.7,3,NA,NA,13.8,13,14.2,3,NA,NA,48,12,45.5,3,NA,NA,6.1,1.32,NA
140,7676,Phylloscopus trochiloides,Greenish Warbler,7.4,12,6.7,9,NA,NA,61.1,30,57.8,22,NA,NA,18.4,27,17.7,19,NA,NA,12.3,28,12.2,21,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.05,NA
140,7707,Hyliota flavigaster,Yellow-bellied Hyliota,14,2,12.5,1,NA,NA,70.1,5,66,5,NA,NA,16.2,5,17,5,NA,NA,16.3,5,16.1,5,NA,NA,43.8,5,40.7,5,NA,NA,2,1.62,NA
140,7708,Hyliota australis,Southern Hyliota,10.4,4,10.7,5,NA,NA,69.1,5,66.3,5,NA,NA,19.4,5,18.8,5,NA,NA,12.8,5,13.9,5,NA,NA,44.3,5,40,5,NA,NA,3,1.26,NA
140,7709,Hyliota violacea,Violet-backed Hyliota,15.7,4,15.8,5,NA,NA,77.8,6,74.1,5,NA,NA,18.4,6,18.3,5,NA,NA,15.4,6,15.3,5,NA,NA,42.7,6,40.9,5,NA,NA,NA,NA,NA
140,7712,Megalurus timoriensis,Tawny Grassbird,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,2
140,7715,Megalurus gramineus,Little Grassbird,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,2
140,7718,Cincloramphus cruralis,Brown Songlark,74.8,21,32.4,141,NA,NA,105.7,22,82.2,143,NA,NA,40.4,22,30.8,143,NA,NA,17.8,9,14.4,49,NA,NA,99.5,22,73.6,141,NA,NA,NA,3.61,4
140,7719,Cincloramphus mathewsi,Rufous Songlark,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4
140,7731,Schoenicola platyura,Broad-tailed Grassbird,15.7,5,NA,NA,NA,NA,61.6,7,59,3,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA,75,10,2.3,2.15,NA
140,7786,Modulatrix stictigula,Spot-throat,33.5,3,32.5,1,NA,NA,80.5,8,78,5,NA,NA,31.9,4,31.4,4,NA,NA,20.2,5,19.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,7787,Arcanator orostruthus,Dapple-throat,30,3,32,1,NA,NA,90.5,4,88,2,NA,NA,29,1,NA,NA,NA,NA,23.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,7811,Illadopsis cleaveri,Blackcap Illadopsis,26.5,14,26.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,10,56.2,10,NA,NA,2,3.7,NA
140,7812,Illadopsis albipectus,Scaly-breasted Illadopsis,35.2,4,32.3,3,29.4,18,75.8,10,71.3,8,NA,NA,27.8,10,27.5,8,NA,NA,17.6,11,16.8,8,NA,NA,58.1,9,52.5,8,NA,NA,2,NA,NA
